"TransactionID","CustomerID","Category","Item","UnitPrice","Quantity","TotalSpent","PaymentMethod","Location","TransactionDate","DiscountApplied","Profit","Country","State","Region"
"TXN_2111400","CUST_15","Beverages","Item_4_BEV",9.5,10,95,"Digital Wallet","In-store","2024-01-12","TRUE",-1539,"United States","Indiana","Central"
"TXN_8377623","CUST_15","Beverages","Item_25_BEV",41,2,82,"Credit Card","In-store","2024-07-17","FALSE",5467,"United States","California","West"
"TXN_4610549","CUST_24","Beverages","Item_12_BEV",21.5,3,64.5,"Credit Card","In-store","2022-08-26","FALSE",15611,"United States","Florida","South"
"TXN_3301574","CUST_11","Beverages","Item_13_BEV",23,4,92,"Digital Wallet","Online","2022-07-25","TRUE",10926,"United States","Indiana","Central"
"TXN_3372645","CUST_02","Beverages","Item_12_BEV",21.5,10,215,"Cash","In-store","2022-05-01","TRUE",13853,"United States","California","West"
"TXN_2157777","CUST_05","Beverages","Item_14_BEV",24.5,7,171.5,"Cash","Online","2024-01-07","TRUE",14689,"United States","Michigan","Central"
"TXN_8025714","CUST_12","Beverages","Item_12_BEV",21.5,7,150.5,"Cash","Online","2024-06-03","FALSE",4592,"United States","California","West"
"TXN_6431534","CUST_21","Beverages","Item_5_BEV",11,5,55,"Credit Card","Online","2023-06-21","FALSE",8109,"United States","Michigan","Central"
"TXN_3951114","CUST_23","Beverages","Item_14_BEV",24.5,5,122.5,"Digital Wallet","Online","2022-01-16","TRUE",-2134,"United States","Maryland","East"
"TXN_2085114","CUST_15","Beverages","Item_22_BEV",36.5,3,109.5,"Cash","In-store","2025-01-01","TRUE",-3515,"United States","North Carolina","South"
"TXN_2399606","CUST_15","Beverages","Item_4_BEV",9.5,7,66.5,"Cash","Online","2022-07-23","FALSE",-4790,"United States","Texas","Central"
"TXN_9229474","CUST_22","Beverages","Item_11_BEV",20,4,80,"Digital Wallet","In-store","2023-05-23","FALSE",-2401,"United States","North Carolina","South"
"TXN_9601122","CUST_24","Beverages","Item_11_BEV",20,9,180,"Cash","In-store","2024-01-13","FALSE",10231,"United States","California","West"
"TXN_4715095","CUST_14","Beverages","Item_14_BEV",24.5,10,245,"Cash","Online","2022-01-31","TRUE",11316,"United States","New York","East"
"TXN_5937987","CUST_12","Beverages","Item_4_BEV",9.5,7,66.5,"Digital Wallet","Online","2022-10-24","TRUE",10455,"United States","New York","East"
"TXN_2734006","CUST_09","Beverages","Item_10_BEV",18.5,9,166.5,"Credit Card","In-store","2023-06-07","TRUE",2457,"United States","Texas","Central"
"TXN_2996741","CUST_16","Beverages","Item_2_BEV",6.5,3,19.5,"Credit Card","In-store","2022-08-08","FALSE",-5723,"United States","California","West"
"TXN_6195176","CUST_08","Beverages","Item_2_BEV",6.5,3,19.5,"Cash","In-store","2023-06-10","FALSE",-5638,"United States","Minnesota","Central"
"TXN_1374421","CUST_22","Beverages","Item_21_BEV",35,5,175,"Cash","Online","2023-05-19","FALSE",1850,"United States","California","West"
"TXN_8655955","CUST_09","Beverages","Item_24_BEV",39.5,6,237,"Credit Card","Online","2023-04-29","FALSE",1247,"United States","Massachusetts","East"
"TXN_1007406","CUST_13","Beverages","Item_12_BEV",21.5,6,129,"Credit Card","Online","2022-05-08","TRUE",-4523,"United States","Virginia","South"
"TXN_5847493","CUST_17","Beverages","Item_7_BEV",14,2,28,"Digital Wallet","Online","2024-01-30","TRUE",10818,"United States","Kentucky","South"
"TXN_9358684","CUST_17","Beverages","Item_11_BEV",20,6,120,"Credit Card","Online","2024-04-24","FALSE",1931,"United States","Pennsylvania","East"
"TXN_2889258","CUST_25","Beverages","Item_18_BEV",30.5,6,183,"Digital Wallet","In-store","2023-08-28","FALSE",1429,"United States","Texas","Central"
"TXN_6462908","CUST_19","Beverages","Item_25_BEV",41,8,328,"Cash","Online","2024-09-18","TRUE",-3987,"United States","Arizona","West"
"TXN_9229067","CUST_17","Beverages","Item_14_BEV",24.5,5,122.5,"Credit Card","In-store","2023-07-11","FALSE",7725,"United States","Texas","Central"
"TXN_7633588","CUST_04","Beverages","Item_23_BEV",38,8,304,"Digital Wallet","In-store","2024-03-20","FALSE",10192,"United States","Illinois","Central"
"TXN_2275670","CUST_09","Beverages","Item_7_BEV",14,3,42,"Digital Wallet","Online","2023-04-01","FALSE",15841,"United States","Alabama","South"
"TXN_3073415","CUST_24","Beverages","Item_1_BEV",5,4,20,"Cash","In-store","2022-07-31","FALSE",12564,"United States","New York","East"
"TXN_8033989","CUST_06","Beverages","Item_2_BEV",6.5,5,32.5,"Cash","In-store","2024-08-29","TRUE",4984,"United States","California","West"
"TXN_1086487","CUST_07","Beverages","Item_16_BEV",27.5,1,27.5,"Credit Card","In-store","2025-01-05","FALSE",2077,"United States","California","West"
"TXN_4349417","CUST_24","Beverages","Item_4_BEV",9.5,7,66.5,"Digital Wallet","In-store","2024-03-10","FALSE",7276,"United States","Texas","Central"
"TXN_7349078","CUST_24","Beverages","Item_24_BEV",39.5,1,39.5,"Credit Card","Online","2022-01-14","FALSE",-6093,"United States","California","West"
"TXN_4639732","CUST_11","Beverages","Item_19_BEV",32,2,64,"Cash","In-store","2023-09-27","FALSE",-2950,"United States","Nevada","West"
"TXN_4802346","CUST_10","Beverages","Item_2_BEV",6.5,10,65,"Cash","In-store","2023-03-14","FALSE",2138,"United States","Massachusetts","East"
"TXN_6882208","CUST_10","Beverages","Item_20_BEV",33.5,8,268,"Credit Card","In-store","2025-01-01","FALSE",12293,"United States","Texas","Central"
"TXN_7324451","CUST_02","Beverages","Item_2_BEV",6.5,5,32.5,"Credit Card","In-store","2024-08-03","TRUE",-6062,"United States","New York","East"
"TXN_3841708","CUST_23","Beverages","Item_22_BEV",36.5,8,292,"Digital Wallet","Online","2023-03-23","FALSE",11009,"United States","New York","East"
"TXN_8389178","CUST_05","Beverages","Item_24_BEV",39.5,1,39.5,"Credit Card","Online","2022-11-13","FALSE",1855,"United States","California","West"
"TXN_5978654","CUST_17","Beverages","Item_3_BEV",8,5,40,"Credit Card","Online","2022-08-12","FALSE",7634,"United States","Ohio","East"
"TXN_4824314","CUST_04","Beverages","Item_19_BEV",32,9,288,"Digital Wallet","Online","2023-11-29","FALSE",348,"United States","Pennsylvania","East"
"TXN_9159149","CUST_20","Beverages","Item_19_BEV",32,8,256,"Digital Wallet","In-store","2024-05-21","TRUE",372,"United States","Texas","Central"
"TXN_5665870","CUST_24","Beverages","Item_2_BEV",6.5,3,19.5,"Digital Wallet","Online","2024-06-10","TRUE",723,"United States","Virginia","South"
"TXN_4292272","CUST_14","Beverages","Item_14_BEV",24.5,5,122.5,"Cash","Online","2022-06-14","FALSE",15219,"United States","Pennsylvania","East"
"TXN_7780286","CUST_05","Beverages","Item_24_BEV",39.5,10,395,"Credit Card","Online","2022-09-14","FALSE",6724,"United States","Pennsylvania","East"
"TXN_9501320","CUST_24","Beverages","Item_11_BEV",20,8,160,"Credit Card","Online","2022-07-14","FALSE",8736,"United States","California","West"
"TXN_3734067","CUST_21","Beverages","Item_7_BEV",14,8,112,"Credit Card","In-store","2023-11-24","TRUE",4974,"United States","Illinois","Central"
"TXN_8181223","CUST_01","Beverages","Item_21_BEV",35,9,315,"Cash","In-store","2024-09-23","FALSE",2107,"United States","New York","East"
"TXN_7049983","CUST_15","Beverages","Item_19_BEV",32,6,192,"Digital Wallet","Online","2022-02-07","TRUE",15387,"United States","New York","East"
"TXN_3659154","CUST_06","Beverages","Item_23_BEV",38,10,380,"Digital Wallet","In-store","2024-09-02","TRUE",5572,"United States","Virginia","South"
"TXN_7366633","CUST_18","Beverages","Item_20_BEV",33.5,8,268,"Digital Wallet","Online","2024-07-23","FALSE",16225,"United States","California","West"
"TXN_4299688","CUST_24","Beverages","Item_22_BEV",36.5,9,328.5,"Credit Card","In-store","2024-11-30","TRUE",8108,"United States","Maryland","East"
"TXN_7904311","CUST_14","Beverages","Item_8_BEV",15.5,10,155,"Credit Card","Online","2023-06-04","TRUE",-3141,"United States","California","West"
"TXN_4287690","CUST_11","Beverages","Item_13_BEV",23,3,69,"Digital Wallet","In-store","2023-12-08","TRUE",14706,"United States","New York","East"
"TXN_3297916","CUST_25","Beverages","Item_20_BEV",33.5,1,33.5,"Credit Card","In-store","2024-06-15","TRUE",11598,"United States","Wisconsin","Central"
"TXN_1383415","CUST_01","Beverages","Item_1_BEV",5,9,45,"Digital Wallet","Online","2022-12-30","TRUE",-704,"United States","California","West"
"TXN_6902800","CUST_24","Beverages","Item_22_BEV",36.5,4,146,"Credit Card","Online","2023-08-17","FALSE",9269,"United States","Illinois","Central"
"TXN_5969269","CUST_04","Beverages","Item_19_BEV",32,8,256,"Cash","In-store","2024-07-29","TRUE",11911,"United States","Oregon","West"
"TXN_6450930","CUST_21","Beverages","Item_8_BEV",15.5,9,139.5,"Digital Wallet","Online","2023-12-06","TRUE",1861,"United States","Oklahoma","Central"
"TXN_8336383","CUST_08","Beverages","Item_23_BEV",38,4,152,"Digital Wallet","In-store","2022-06-22","TRUE",9597,"United States","Indiana","Central"
"TXN_5782730","CUST_05","Beverages","Item_8_BEV",15.5,3,46.5,"Digital Wallet","In-store","2022-10-03","FALSE",11802,"United States","Ohio","East"
"TXN_3895137","CUST_08","Beverages","Item_7_BEV",14,4,56,"Credit Card","Online","2023-03-29","FALSE",11550,"United States","Pennsylvania","East"
"TXN_7944224","CUST_15","Beverages","Item_16_BEV",27.5,3,82.5,"Cash","Online","2023-09-11","FALSE",1115,"United States","Montana","West"
"TXN_6843971","CUST_01","Beverages","Item_25_BEV",41,4,164,"Credit Card","In-store","2022-08-07","TRUE",-2384,"United States","Florida","South"
"TXN_9816119","CUST_08","Beverages","Item_8_BEV",15.5,8,124,"Digital Wallet","Online","2022-08-26","FALSE",-6764,"United States","New York","East"
"TXN_2412514","CUST_20","Beverages","Item_2_BEV",6.5,2,13,"Cash","In-store","2023-06-20","FALSE",3046,"United States","Colorado","West"
"TXN_6501326","CUST_05","Beverages","Item_21_BEV",35,8,280,"Digital Wallet","Online","2023-07-04","FALSE",-260,"United States","New York","East"
"TXN_1222659","CUST_17","Beverages","Item_19_BEV",32,5,160,"Digital Wallet","In-store","2022-06-22","TRUE",8645,"United States","Arizona","West"
"TXN_3870638","CUST_20","Beverages","Item_8_BEV",15.5,5,77.5,"Credit Card","Online","2025-01-10","FALSE",-473,"United States","Virginia","South"
"TXN_8815455","CUST_18","Beverages","Item_14_BEV",24.5,2,49,"Digital Wallet","Online","2023-06-18","FALSE",7488,"United States","California","West"
"TXN_9723263","CUST_03","Beverages","Item_23_BEV",38,1,38,"Digital Wallet","In-store","2022-06-27","TRUE",1681,"United States","California","West"
"TXN_5562599","CUST_15","Beverages","Item_20_BEV",33.5,8,268,"Digital Wallet","In-store","2022-09-02","TRUE",-2933,"United States","Rhode Island","East"
"TXN_9487070","CUST_11","Beverages","Item_14_BEV",24.5,4,98,"Digital Wallet","In-store","2024-03-26","FALSE",1442,"United States","Minnesota","Central"
"TXN_8822878","CUST_18","Beverages","Item_9_BEV",17,1,17,"Cash","Online","2022-12-01","FALSE",12523,"United States","Pennsylvania","East"
"TXN_9965946","CUST_02","Beverages","Item_18_BEV",30.5,7,213.5,"Digital Wallet","In-store","2023-06-10","FALSE",-5948,"United States","Michigan","Central"
"TXN_8372453","CUST_25","Beverages","Item_22_BEV",36.5,8,292,"Credit Card","Online","2024-11-30","FALSE",13019,"United States","Arizona","West"
"TXN_8005094","CUST_20","Beverages","Item_16_BEV",27.5,6,165,"Credit Card","In-store","2022-09-29","FALSE",4721,"United States","California","West"
"TXN_7817857","CUST_01","Beverages","Item_4_BEV",9.5,3,28.5,"Cash","Online","2022-07-04","FALSE",3478,"United States","California","West"
"TXN_1966034","CUST_13","Beverages","Item_20_BEV",33.5,4,134,"Digital Wallet","In-store","2024-08-26","TRUE",-4829,"United States","Washington","West"
"TXN_9226101","CUST_21","Beverages","Item_14_BEV",24.5,2,49,"Cash","Online","2023-09-30","TRUE",7740,"United States","Pennsylvania","East"
"TXN_7791537","CUST_24","Beverages","Item_25_BEV",41,2,82,"Credit Card","Online","2024-02-05","TRUE",-3878,"United States","Missouri","Central"
"TXN_1172555","CUST_08","Beverages","Item_25_BEV",41,10,410,"Cash","In-store","2023-04-01","TRUE",2108,"United States","New York","East"
"TXN_8539572","CUST_01","Beverages","Item_3_BEV",8,9,72,"Cash","In-store","2025-01-01","TRUE",-7384,"United States","California","West"
"TXN_1777543","CUST_15","Beverages","Item_16_BEV",27.5,10,275,"Cash","In-store","2022-09-27","TRUE",9138,"United States","Pennsylvania","East"
"TXN_3504313","CUST_11","Beverages","Item_7_BEV",14,1,14,"Digital Wallet","Online","2023-11-07","FALSE",6376,"United States","Texas","Central"
"TXN_3687556","CUST_01","Beverages","Item_8_BEV",15.5,7,108.5,"Digital Wallet","In-store","2023-05-10","TRUE",6616,"United States","California","West"
"TXN_6689708","CUST_05","Beverages","Item_22_BEV",36.5,8,292,"Credit Card","Online","2024-09-12","FALSE",-5126,"United States","New York","East"
"TXN_7564934","CUST_09","Beverages","Item_14_BEV",24.5,10,245,"Credit Card","In-store","2023-07-23","FALSE",-6177,"United States","California","West"
"TXN_1741161","CUST_14","Beverages","Item_1_BEV",5,8,40,"Cash","Online","2024-10-28","FALSE",-5171,"United States","New York","East"
"TXN_6142111","CUST_09","Beverages","Item_8_BEV",15.5,3,46.5,"Credit Card","Online","2024-03-02","TRUE",23,"United States","Wisconsin","Central"
"TXN_3623366","CUST_06","Beverages","Item_12_BEV",21.5,1,21.5,"Digital Wallet","In-store","2025-01-05","TRUE",-1323,"United States","New York","East"
"TXN_9171042","CUST_16","Beverages","Item_23_BEV",38,7,266,"Digital Wallet","In-store","2024-05-10","TRUE",12811,"United States","New York","East"
"TXN_2856597","CUST_13","Beverages","Item_11_BEV",20,6,120,"Cash","In-store","2023-12-25","TRUE",7753,"United States","New Jersey","East"
"TXN_3646004","CUST_18","Beverages","Item_8_BEV",15.5,1,15.5,"Cash","Online","2024-07-16","TRUE",2491,"United States","Virginia","South"
"TXN_9576418","CUST_15","Beverages","Item_11_BEV",20,8,160,"Credit Card","Online","2022-07-14","TRUE",5475,"United States","California","West"
"TXN_7267517","CUST_17","Beverages","Item_17_BEV",29,7,203,"Credit Card","Online","2024-11-15","TRUE",13490,"United States","Washington","West"
"TXN_3553497","CUST_05","Beverages","Item_8_BEV",15.5,9,139.5,"Digital Wallet","In-store","2023-04-28","FALSE",15260,"United States","Delaware","East"
"TXN_8005657","CUST_19","Beverages","Item_16_BEV",27.5,8,220,"Digital Wallet","In-store","2022-11-27","TRUE",7498,"United States","New York","East"
"TXN_7943662","CUST_08","Beverages","Item_25_BEV",41,8,328,"Digital Wallet","Online","2024-06-20","TRUE",2070,"United States","Indiana","Central"
"TXN_5224584","CUST_01","Beverages","Item_12_BEV",21.5,3,64.5,"Digital Wallet","In-store","2022-06-23","FALSE",7719,"United States","California","West"
"TXN_9960444","CUST_05","Beverages","Item_19_BEV",32,2,64,"Credit Card","In-store","2024-03-11","FALSE",12002,"United States","California","West"
"TXN_8385569","CUST_11","Beverages","Item_3_BEV",8,1,8,"Digital Wallet","Online","2023-04-13","FALSE",9919,"United States","Oklahoma","Central"
"TXN_2208547","CUST_05","Beverages","Item_25_BEV",41,10,410,"Credit Card","Online","2022-02-23","TRUE",-6834,"United States","California","West"
"TXN_6924343","CUST_11","Beverages","Item_1_BEV",5,4,20,"Cash","Online","2023-03-11","TRUE",14775,"United States","South Carolina","South"
"TXN_3384905","CUST_19","Beverages","Item_8_BEV",15.5,2,31,"Credit Card","Online","2023-12-28","TRUE",10346,"United States","Georgia","South"
"TXN_4501679","CUST_04","Beverages","Item_14_BEV",24.5,1,24.5,"Digital Wallet","In-store","2024-05-08","TRUE",5002,"United States","New York","East"
"TXN_8359482","CUST_22","Beverages","Item_8_BEV",15.5,3,46.5,"Digital Wallet","Online","2022-01-06","FALSE",-7272,"United States","California","West"
"TXN_7978734","CUST_23","Beverages","Item_3_BEV",8,10,80,"Digital Wallet","Online","2024-01-10","FALSE",-3616,"United States","Ohio","East"
